timestamp,source,measurement
2025-11-27T15:41:08.418078,vision_sensor,-1.6200
2025-11-27T15:41:08.418106,ground_truth_serial,6.0000
2025-11-27T15:41:08.419188,vision_sensor,-1.6200
2025-11-27T15:41:08.419198,ground_truth_serial,-0.5600
2025-11-27T15:41:08.420264,vision_sensor,-1.6200
2025-11-27T15:41:08.420272,ground_truth_serial,-0.5600
2025-11-27T15:41:08.421334,vision_sensor,-1.6200
2025-11-27T15:41:08.421341,ground_truth_serial,-0.5600
2025-11-27T15:41:08.422410,vision_sensor,-1.6200
2025-11-27T15:41:08.422418,ground_truth_serial,-0.5600
2025-11-27T15:41:08.423480,vision_sensor,-1.6200
2025-11-27T15:41:08.423488,ground_truth_serial,-0.5600
2025-11-27T15:41:08.424554,vision_sensor,-1.6200
2025-11-27T15:41:08.424561,ground_truth_serial,-0.5600
2025-11-27T15:41:08.425623,vision_sensor,-1.6200
2025-11-27T15:41:08.425630,ground_truth_serial,-0.5600
2025-11-27T15:41:08.426693,vision_sensor,-1.6200
2025-11-27T15:41:08.426700,ground_truth_serial,-0.5600
2025-11-27T15:41:08.428118,vision_sensor,-2.0300
2025-11-27T15:41:08.428139,ground_truth_serial,-0.5600
2025-11-27T15:41:08.429217,vision_sensor,-2.0300
2025-11-27T15:41:08.429234,ground_truth_serial,-0.5600
2025-11-27T15:41:08.430302,vision_sensor,-2.0300
2025-11-27T15:41:08.430311,ground_truth_serial,-0.5600
2025-11-27T15:41:08.431380,vision_sensor,-2.0300
2025-11-27T15:41:08.431394,ground_truth_serial,-0.5600
2025-11-27T15:41:08.432472,vision_sensor,-2.0300
2025-11-27T15:41:08.432497,ground_truth_serial,-0.5600
2025-11-27T15:41:08.433656,vision_sensor,-2.0300
2025-11-27T15:41:08.433688,ground_truth_serial,-0.5600
2025-11-27T15:41:08.434769,vision_sensor,-2.0300
2025-11-27T15:41:08.434794,ground_truth_serial,-0.5600
2025-11-27T15:41:08.435865,vision_sensor,-2.0300
2025-11-27T15:41:08.435877,ground_truth_serial,-0.5600
2025-11-27T15:41:08.436947,vision_sensor,-2.0300
2025-11-27T15:41:08.436962,ground_truth_serial,-0.5600
2025-11-27T15:41:08.438026,vision_sensor,-2.0300
2025-11-27T15:41:08.438034,ground_truth_serial,-0.5600
2025-11-27T15:41:08.439103,vision_sensor,-2.0300
2025-11-27T15:41:08.439111,ground_truth_serial,-0.5600
2025-11-27T15:41:08.440175,vision_sensor,-2.0300
2025-11-27T15:41:08.440182,ground_truth_serial,-0.5600
2025-11-27T15:41:08.441253,vision_sensor,-2.0300
2025-11-27T15:41:08.441260,ground_truth_serial,-0.5600
2025-11-27T15:41:08.442321,vision_sensor,-2.0300
2025-11-27T15:41:08.442328,ground_truth_serial,-0.5600
2025-11-27T15:41:08.443389,vision_sensor,-2.0300
2025-11-27T15:41:08.443396,ground_truth_serial,-0.5600
2025-11-27T15:41:08.444458,vision_sensor,-2.0300
2025-11-27T15:41:08.444465,ground_truth_serial,-0.5600
2025-11-27T15:41:08.445526,vision_sensor,-2.0300
2025-11-27T15:41:08.445533,ground_truth_serial,-0.5600
2025-11-27T15:41:08.446594,vision_sensor,-2.0300
2025-11-27T15:41:08.446602,ground_truth_serial,-0.5600
2025-11-27T15:41:08.447662,vision_sensor,-2.0300
2025-11-27T15:41:08.447669,ground_truth_serial,-0.5600
2025-11-27T15:41:08.448730,vision_sensor,-1.6200
2025-11-27T15:41:08.448737,ground_truth_serial,-0.5600
2025-11-27T15:41:08.449798,vision_sensor,-2.0300
2025-11-27T15:41:08.449806,ground_truth_serial,-0.5600
2025-11-27T15:41:08.450866,vision_sensor,-2.0300
2025-11-27T15:41:08.450873,ground_truth_serial,-0.5600
2025-11-27T15:41:08.451933,vision_sensor,-2.0300
2025-11-27T15:41:08.451940,ground_truth_serial,-0.5600
2025-11-27T15:41:08.453001,vision_sensor,-2.0300
2025-11-27T15:41:08.453008,ground_truth_serial,-0.5600
2025-11-27T15:41:08.454070,vision_sensor,-2.0300
2025-11-27T15:41:08.454078,ground_truth_serial,-0.5600
2025-11-27T15:41:08.455139,vision_sensor,-2.0300
2025-11-27T15:41:08.455146,ground_truth_serial,-0.5600
2025-11-27T15:41:08.456206,vision_sensor,-2.0300
2025-11-27T15:41:08.456213,ground_truth_serial,-0.5600
2025-11-27T15:41:08.457274,vision_sensor,-2.0300
2025-11-27T15:41:08.457280,ground_truth_serial,-0.5600
2025-11-27T15:41:08.458348,vision_sensor,-2.0300
2025-11-27T15:41:08.458369,ground_truth_serial,-0.5600
2025-11-27T15:41:08.459444,vision_sensor,-2.0300
2025-11-27T15:41:08.459462,ground_truth_serial,-0.5600
2025-11-27T15:41:08.460543,ground_truth_serial,-0.5600
2025-11-27T15:41:08.461619,ground_truth_serial,-0.5500
2025-11-27T15:41:08.462714,ground_truth_serial,-0.5500
2025-11-27T15:41:08.463930,ground_truth_serial,-0.5500
2025-11-27T15:41:08.465031,ground_truth_serial,-0.5600
2025-11-27T15:41:08.466116,vision_sensor,-2.0300
2025-11-27T15:41:08.466131,ground_truth_serial,-0.5600
2025-11-27T15:41:08.467205,ground_truth_serial,-0.5600
2025-11-27T15:41:08.468283,ground_truth_serial,-0.5600
2025-11-27T15:41:08.469350,ground_truth_serial,-0.5600
2025-11-27T15:41:08.470415,ground_truth_serial,-0.5600
2025-11-27T15:41:08.471478,ground_truth_serial,-0.5600
2025-11-27T15:41:08.472541,ground_truth_serial,-0.5600
2025-11-27T15:41:08.473605,ground_truth_serial,-0.5600
2025-11-27T15:41:08.474677,ground_truth_serial,-0.5600
2025-11-27T15:41:08.475749,ground_truth_serial,-0.5500
2025-11-27T15:41:08.476813,ground_truth_serial,-0.5500
2025-11-27T15:41:08.477878,ground_truth_serial,-0.5500
2025-11-27T15:41:08.478943,ground_truth_serial,-0.5500
2025-11-27T15:41:08.480009,ground_truth_serial,-0.5500
2025-11-27T15:41:08.481072,ground_truth_serial,-0.5600
2025-11-27T15:41:08.482136,ground_truth_serial,-0.5600
2025-11-27T15:41:08.483202,ground_truth_serial,-0.5600
2025-11-27T15:41:08.484266,ground_truth_serial,-0.5500
2025-11-27T15:41:08.485330,ground_truth_serial,-0.5500
2025-11-27T15:41:08.486393,ground_truth_serial,-0.5500
2025-11-27T15:41:08.487457,ground_truth_serial,-0.5500
2025-11-27T15:41:08.488530,ground_truth_serial,-0.5500
2025-11-27T15:41:08.489614,ground_truth_serial,-0.5600
2025-11-27T15:41:08.490693,ground_truth_serial,-0.5600
2025-11-27T15:41:08.491813,ground_truth_serial,-0.5500
2025-11-27T15:41:08.492902,ground_truth_serial,-0.5500
2025-11-27T15:41:08.494001,ground_truth_serial,-0.5500
2025-11-27T15:41:08.495195,ground_truth_serial,-0.5500
2025-11-27T15:41:08.496291,vision_sensor,-2.0300
2025-11-27T15:41:08.496308,ground_truth_serial,-0.5500
2025-11-27T15:41:08.497381,ground_truth_serial,-0.5500
2025-11-27T15:41:08.498454,ground_truth_serial,-0.5500
2025-11-27T15:41:08.499520,ground_truth_serial,-0.5500
2025-11-27T15:41:08.500584,ground_truth_serial,-0.5500
2025-11-27T15:41:08.501648,ground_truth_serial,-0.5500
2025-11-27T15:41:08.502712,ground_truth_serial,-0.5600
2025-11-27T15:41:08.503776,ground_truth_serial,-0.5600
2025-11-27T15:41:08.504839,ground_truth_serial,-0.5600
2025-11-27T15:41:08.505904,ground_truth_serial,-0.5600
2025-11-27T15:41:08.506970,ground_truth_serial,-0.5600
2025-11-27T15:41:08.508034,ground_truth_serial,-0.5600
